GeneNames	Score
SNAP25	7.31267658522821e-07
IGF1R	7.28912175672382e-07
NRAS	7.28849378002385e-07
PIK3R2	7.18150848802911e-07
GHR	7.15549582492704e-07
PSMA3	7.06461623745082e-07
SF3B2	7.02374252828501e-07
WNT5A	6.99883662304e-07
EMG1	6.98564917716433e-07
BMP4	6.98517541563628e-07
PLG	6.96635048416406e-07
MGP	6.9646931487209e-07
DOK1	6.95244552301102e-07
PQBP1	6.9096001886821e-07
POC1A	6.86736255057676e-07
ZNF239	6.8652098624817e-07
FOSL1	6.85628868663391e-07
BRCA1	6.84853209664605e-07
KCNH1	6.78616530952506e-07
MTM1	6.78218894855489e-07
IK	6.77426746844036e-07
SLC38A6	6.74758858556649e-07
MPLKIP	6.6942583243001e-07
MDC1	6.55018988105332e-07
WDR35	6.51120655022661e-07
ZNF335	6.44598337604211e-07
TRPV3	6.43161979976084e-07
NARF	6.41398726197929e-07
SUMO1	6.40824353982107e-07
RAF1	6.39568124017399e-07
CRK	6.35984700900795e-07
NOV	6.34553394911174e-07
PTPN1	6.31197598732801e-07
TP53	6.28152653104938e-07
NQO1	6.25158440198795e-07
GZMH	6.24298351246637e-07
DDX11	6.22306629789965e-07
IDE	6.17768952064664e-07
COL2A1	6.16253878453056e-07
TF	6.14271235453214e-07
MRPS26	6.13810846221642e-07
PCNA	6.02359532858264e-07
PIK3R4	6.00269607124445e-07
RPS14	5.96342293707547e-07
MET	5.90694843090707e-07
SUMF1	5.85133921932068e-07
SHC1	5.84677996312084e-07
CTDP1	5.82956389192125e-07
RB1	5.81947064155743e-07
PEX14	5.8053857704763e-07
PAPPA	5.76047252506669e-07
CARD14	5.72775840507618e-07
GJB2	5.68324518548109e-07
STX1A	5.51273120543616e-07
SLC26A2	5.49772935117967e-07
NF1	5.47323233905236e-07
CKAP2L	5.47252190552758e-07
CNKSR3	5.45913473252311e-07
KIAA0319	5.45630008643832e-07
S100A6	5.45103738463386e-07
KRT1	5.42987835611232e-07
KLK13	5.42671633606433e-07
HSPG2	5.4048708767369e-07
SMARCAL1	5.39505564149333e-07
ATP6V0A2	5.39261847292178e-07
H2AFX	5.386770155557e-07
SLC35A2	5.35882902287575e-07
DST	5.35453634149884e-07
LIF	5.29927267282068e-07
PPP2CA	5.29570064625021e-07
RBM39	5.2807230568834e-07
TMPO	5.26998614249643e-07
ALDH18A1	5.25032173126217e-07
KLK1	5.24302190168848e-07
MAF	5.18546163025237e-07
EMD	5.18425164482036e-07
FRS2	5.16660110315847e-07
ITGB1	5.14881641628713e-07
MYO7A	5.11852138193675e-07
IMPAD1	5.10954886289198e-07
MID1	5.10020008419948e-07
CD96	5.08233170181712e-07
MT-ND6	5.0709242440878e-07
KRT5	5.01348013558271e-07
ADRA2C	4.99914735230082e-07
KDM1A	4.99323363738513e-07
ANTXR1	4.96597822250004e-07
RPS28	4.96280558204888e-07
MT-CYB	4.93288667508697e-07
AIP	4.91385615890085e-07
ACTN4	4.90600979357311e-07
MT-ND5	4.90499762000644e-07
AHSG	4.89707200785812e-07
EDNRA	4.88747894168319e-07
ACTB	4.88424178272457e-07
MT-CO3	4.88373719500397e-07
ALOX12	4.88218986014368e-07
GYS2	4.87635598521753e-07
NECTIN1	4.87426009720917e-07
MT-ND1	4.86723366986323e-07
UBE3A	4.83871069465418e-07
MMP2	4.83765033747295e-07
MT-CO1	4.82954277721002e-07
MT-CO2	4.82776423189128e-07
UNC13D	4.82378095989931e-07
FN1	4.82367941602817e-07
WNT7A	4.80577643253335e-07
SEPT9	4.80400913271859e-07
BUB1B	4.7739489355189e-07
TEAD1	4.76951449710839e-07
UBR1	4.73097905494251e-07
PIGV	4.70597146122205e-07
LTBR	4.70060986560895e-07
ADAMTSL2	4.66503745224115e-07
FBXL4	4.64779253683191e-07
MKS1	4.6430027592998e-07
SLC16A1	4.64028528723979e-07
RUNX2	4.62980461652297e-07
SAT1	4.59749088217322e-07
SMOC1	4.58865669949334e-07
EGFR	4.58697848938851e-07
HIST2H3C	4.57786499173051e-07
NEK9	4.53950087589858e-07
HMGCS2	4.5302444616723e-07
ERCC2	4.52937465287086e-07
MEGF8	4.49860632373078e-07
SACM1L	4.48552127144049e-07
TERF2	4.43037407538771e-07
PHLDA2	4.42562704696041e-07
MEF2C	4.41325769352844e-07
EXOSC1	4.40104053670301e-07
JAK2	4.35212909705826e-07
TRIM8	4.29221974206974e-07
DUSP13	4.29133162390861e-07
SOX9	4.28429498084209e-07
PLCG1	4.2532664549826e-07
MASP1	4.24182181994528e-07
KCNJ2	4.21921041800423e-07
ELOVL1	4.21549501894446e-07
UBE2A	4.17787033657226e-07
GIPC1	4.15576991045578e-07
GH1	4.15088519736713e-07
SLC12A6	4.13836808027553e-07
ERBB2	4.11058650352025e-07
MTMR7	4.10854715137864e-07
ERF	4.10208458328099e-07
PROP1	4.07817227926807e-07
ITGA3	4.06990884451448e-07
TOR1AIP1	4.02921846964001e-07
LRP4	4.00729001009731e-07
PPP2R5D	3.98533129716078e-07
OFD1	3.98273219323918e-07
SC5D	3.96964687363366e-07
VTN	3.96517509221274e-07
AFF4	3.93278306020407e-07
UBE2U	3.90536424787869e-07
QARS	3.86766597039111e-07
CASP2	3.8630852736099e-07
S100A11	3.8625701723247e-07
KMT2A	3.84905833040981e-07
CTNNB1	3.84464737128775e-07
FGFR3	3.83947881008415e-07
KRT10	3.81640107044862e-07
IL17RC	3.80947490500222e-07
ITGB5	3.80181211773891e-07
CHEK2	3.80089863807245e-07
BARD1	3.77107551936766e-07
VCL	3.76873099474618e-07
VWF	3.74483035607791e-07
TWIST2	3.74090266300152e-07
SMAD2	3.73594059565258e-07
AGTRAP	3.7232891042803e-07
UQCRB	3.71864714681453e-07
MTMR4	3.69794301249134e-07
SYNCRIP	3.69420551397815e-07
KAT6A	3.69378581120995e-07
MC2R	3.68756858473727e-07
PXN	3.68208622757572e-07
FGF10	3.67874005342361e-07
TECPR2	3.66688619986647e-07
TP53BP1	3.66591441166342e-07
TRMT10A	3.65902267770244e-07
TUBB	3.64282404380266e-07
UQCRC2	3.63266413759747e-07
RSPO1	3.62764614288202e-07
SMO	3.62272885143165e-07
TOR1A	3.61937029654171e-07
IFT43	3.6061439246526e-07
B3GALT6	3.58894660570623e-07
AUTS2	3.58766819264042e-07
UPF3B	3.56431064422208e-07
DLG3	3.53926132802063e-07
HDAC1	3.52122638892268e-07
KRT13	3.51920643682921e-07
SMAD3	3.51155095760643e-07
FBLN5	3.50696560197081e-07
PKDCC	3.49070957108032e-07
APP	3.48251515730719e-07
XPA	3.44038957832741e-07
FAU	3.4179211318828e-07
GZMA	3.37953917153763e-07
CD151	3.35767835778318e-07
GPC6	3.35660000356833e-07
CHD4	3.35128000691362e-07
GCK	3.35012079647065e-07
INPP4B	3.33338439192441e-07
PTEN	3.32777871167618e-07
KDM6A	3.3238219041647e-07
ACOT9	3.29466238033736e-07
OBSL1	3.29111850190259e-07
CCDC8	3.28317914552468e-07
ADNP	3.27954509414788e-07
INPP4A	3.24981778872584e-07
KIAA2022	3.2319074679444e-07
TFAP2B	3.20887206707302e-07
RHOC	3.20783095969548e-07
GLI3	3.20752498586972e-07
SP7	3.16404090110805e-07
TP63	3.16194060394365e-07
POLR1A	3.14676847880012e-07
GRB2	3.14249077249866e-07
IRF7	3.12593212466158e-07
FAM58A	3.1177724602689e-07
POMP	3.11373571105421e-07
PTPRO	3.10941778149916e-07
SH2B1	3.09956422928011e-07
RDH11	3.04653980538594e-07
MCM2	3.02319968141226e-07
SYNE1	3.01475569032902e-07
SF3B4	2.98842550202087e-07
MAPK1	2.97685711750806e-07
NBN	2.95223954106052e-07
GCG	2.93848907674565e-07
UCHL5	2.93394025253161e-07
PAX3	2.93019083138359e-07
KAT6B	2.89553552080802e-07
ITGB3	2.87630720267757e-07
FGA	2.87073731102719e-07
ANXA2	2.86360233879057e-07
PIGA	2.85656884684838e-07
PPARG	2.84970202723147e-07
TEK	2.83894971270256e-07
PCGF2	2.8131527334561e-07
PDX1	2.80032060292528e-07
ADAM9	2.78513842505676e-07
GTF2H2	2.78091126376861e-07
MRE11A	2.77844012530908e-07
INSRR	2.7777508975736e-07
DCN	2.77581128852331e-07
CDK1	2.75753100294509e-07
CTSC	2.74544546912088e-07
PTPRC	2.74274502372703e-07
CDK2	2.73640826636167e-07
KRT6A	2.72987878495756e-07
SLC27A4	2.72745551943485e-07
GMPS	2.71227925646561e-07
SLURP1	2.70763496666067e-07
FAF1	2.69669859085161e-07
EPHA2	2.68853721156132e-07
CTTN	2.68319230113536e-07
VAV1	2.67064300566964e-07
PACS1	2.66613918374066e-07
ALOX12B	2.66512429274423e-07
RPL19	2.65130632013223e-07
RAB13	2.64550923119951e-07
KAT5	2.63948850716424e-07
HIST1H4A	2.6267348859149e-07
MAN2B1	2.62501002400313e-07
YY2	2.61971501385949e-07
SMARCAD1	2.61114207553708e-07
GRB7	2.58002093932908e-07
FGB	2.57947863905847e-07
NLRP1	2.57085761937623e-07
LOR	2.55906262049161e-07
IQGAP1	2.55839782011342e-07
FGF23	2.54791034616584e-07
S100A10	2.54356821861998e-07
EVC2	2.54173995977684e-07
CTSG	2.53332975553272e-07
GAL	2.51995749292626e-07
KRT17	2.51852023610169e-07
PRRX1	2.51653177134571e-07
RPL35	2.51633549785744e-07
EVC	2.4965755508243e-07
RBBP7	2.49478727377586e-07
MPZ	2.49205646650906e-07
LONP1	2.48783636997616e-07
CLP1	2.48069188046163e-07
AR	2.47863687251932e-07
ERCC5	2.46715258718495e-07
ITGA2B	2.46287587350666e-07
KIF1BP	2.46125763621377e-07
PPP1R3A	2.45028889573183e-07
ITGAV	2.44940988924203e-07
CTBP2	2.44764888153428e-07
ANG	2.4340630245955e-07
MAPK3	2.42647424844435e-07
GPX4	2.42533632783658e-07
SQSTM1	2.42058106439107e-07
LHCGR	2.41922311112741e-07
KIF14	2.41518642269849e-07
TOP1	2.41480135469501e-07
SUMO2	2.40674561448166e-07
PCDH19	2.40454925067719e-07
ARAF	2.40248055861248e-07
BGN	2.39755732949933e-07
HOXD13	2.38575140117506e-07
CYP11B1	2.3831042289036e-07
F2	2.3782193982852e-07
NUP62	2.37393472774178e-07
SIGMAR1	2.36939770232218e-07
DES	2.36602078018991e-07
YWHAQ	2.36001295813095e-07
SST	2.35819598828647e-07
OCRL	2.35066621184383e-07
PIGT	2.34168901454769e-07
STAC	2.32959484970402e-07
PARP1	2.3287276915387e-07
SERPINF1	2.3260714068214e-07
EEF1A2	2.31972838582997e-07
PTPRK	2.31892199618522e-07
PMM2	2.31824424723583e-07
PEX12	2.29749850174168e-07
RAB3GAP1	2.29726619179623e-07
FGF2	2.28100372824144e-07
RPA2	2.27955558642615e-07
CDKN1B	2.27718114062405e-07
SRD5A3	2.26554329876928e-07
PCLO	2.26488168989373e-07
ANKHD1	2.26110339266746e-07
RAP1A	2.261004608012e-07
GDF6	2.25721249659092e-07
FLNA	2.25123462066921e-07
IRS4	2.24625106199489e-07
HIST1H3A	2.23458087877793e-07
XRCC6	2.22182028446211e-07
FAR1	2.22132944522411e-07
KDR	2.21546860749876e-07
CDK4	2.21074266449094e-07
NEFL	2.20918391634077e-07
CHAMP1	2.18948076812316e-07
AHDC1	2.18441988455569e-07
ZFP57	2.18239028945676e-07
NAGA	2.16796084865472e-07
PTPRG	2.16497781758677e-07
CCDC88A	2.15739187684113e-07
TCF12	2.14968602905469e-07
RAI2	2.14669167014347e-07
POLA2	2.14209087253139e-07
XRCC5	2.12985259098425e-07
PLAGL1	2.12715929508781e-07
PRKCA	2.12535199083294e-07
PLCB1	2.1087259812431e-07
SOS1	2.10336655202195e-07
MCM7	2.10268284223449e-07
HDAC3	2.0952817078833e-07
KIT	2.0871380817592e-07
CALM1	2.08712464362578e-07
PIK3C3	2.08280796792956e-07
CALU	2.08235903608661e-07
PTPRB	2.08105555870367e-07
SUV39H1	2.0783193131275e-07
PCBP1	2.07763270745966e-07
EBP	2.07283417467319e-07
POLD2	2.07113494699999e-07
PLK1	2.06948888702752e-07
SREBF1	2.06636498513778e-07
SEC23A	2.06378790971071e-07
NANS	2.06342698562598e-07
SPRED1	2.05561630666127e-07
HIF1A	2.05001711389498e-07
FAM129B	2.04819991272672e-07
CCNA2	2.04623556875893e-07
PPP1CC	2.04031071679668e-07
RBM8A	2.03432035937006e-07
TCTN3	2.03185564784541e-07
TNFRSF12A	2.03150500785678e-07
GDAP1	2.02517973791675e-07
PPP2R1A	1.99860708574491e-07
HSP90AA1	1.98621135838483e-07
GNAI3	1.98228549871128e-07
PPP1CA	1.97113740706299e-07
SORBS1	1.96959886901397e-07
SMC1A	1.96910928536629e-07
PAXIP1	1.96827238295114e-07
HIST3H3	1.95551052530081e-07
RNF125	1.95313334663576e-07
EHMT1	1.94902836341724e-07
RPL28	1.94213546386658e-07
ALG9	1.94097656833054e-07
COL3A1	1.94060329492039e-07
GNPTAB	1.92842113938098e-07
TFE3	1.92611341742183e-07
MGAT2	1.92582674448644e-07
MMP1	1.92342478554015e-07
RPS15A	1.9179398333481e-07
RPA1	1.91161926187663e-07
ASPSCR1	1.91101655914751e-07
SRC	1.91091160601133e-07
FANCD2	1.91054123584149e-07
FGG	1.91038616014243e-07
MYC	1.90549424844167e-07
ERBB3	1.89906339728789e-07
CHEK1	1.89812714258099e-07
UBE2N	1.89747248761992e-07
ICMT	1.8961119004146e-07
CDH1	1.88374613044092e-07
AES	1.86121472084415e-07
SLC17A5	1.85745865868935e-07
MCM3	1.85121048033135e-07
PEX1	1.85084600487348e-07
CCND1	1.83811536997392e-07
CASP6	1.8315569964628e-07
SPEN	1.83121974048569e-07
CTNNA1	1.82619702586985e-07
KCNK9	1.82379465075082e-07
SOCS4	1.80977303625369e-07
CLPP	1.8044771538953e-07
CD209	1.80427785011347e-07
RNF8	1.79268928996436e-07
VPS33B	1.78852459709009e-07
PLIN1	1.78452772045584e-07
XAB2	1.7842443631999e-07
SERPING1	1.78115793121077e-07
CASK	1.77099473629619e-07
MCM10	1.76073609319916e-07
EZH2	1.7587038080741e-07
MYO1C	1.75698745932911e-07
ZEB1	1.75024772236969e-07
MYCN	1.74741768992713e-07
E2F1	1.73718436832991e-07
RPS6KB1	1.72919406337931e-07
NOTCH2	1.72431347950386e-07
NGLY1	1.72218257280455e-07
YY1	1.72069808884273e-07
COL4A3BP	1.70835430435863e-07
RPS27A	1.69963379992719e-07
DYRK1A	1.69934521673166e-07
LAS1L	1.69736981283928e-07
ORC5	1.68675990218381e-07
ATF6	1.68582088404354e-07
PLXND1	1.68462237871865e-07
SGCA	1.67869804251852e-07
TGIF1	1.67746197787601e-07
CCNB1	1.67401543179813e-07
PIK3C2A	1.67133389082723e-07
KRT14	1.67043401745442e-07
BAG6	1.66962795730891e-07
YARS	1.66885895185196e-07
FXYD6	1.66504854291363e-07
CDC23	1.66489826368443e-07
PTPN12	1.66081929775173e-07
CMTM5	1.6583134197209e-07
F10	1.65777887078864e-07
ORC2	1.6524320429015e-07
PTPRJ	1.65067465414433e-07
SLC25A19	1.64899435583829e-07
AKT2	1.64820357464615e-07
USP7	1.64703966072136e-07
PASK	1.64580857141102e-07
KIAA0196	1.64580097445872e-07
PRKACA	1.64544924313993e-07
U2AF2	1.64147931442641e-07
ATRIP	1.64104616199235e-07
CDK6	1.63903018932871e-07
SMARCA2	1.63580384735708e-07
POU1F1	1.63315949310426e-07
AURKA	1.63112779031294e-07
HNF1B	1.628687880264e-07
RASA1	1.61411780324768e-07
RABGGTB	1.6068913333219e-07
POLE	1.58319478822371e-07
COL11A1	1.58255350373623e-07
RBBP5	1.5804465760862e-07
SREBF2	1.58042258590702e-07
CRKL	1.56813925350026e-07
TFDP1	1.56727701330151e-07
PSMA1	1.56418482004671e-07
DEAF1	1.55851987019385e-07
SVIL	1.54872387675945e-07
RBP1	1.54825099052881e-07
NTRK1	1.53987777473869e-07
RNF4	1.53890079689292e-07
AURKB	1.53630714285434e-07
VRK1	1.53423535252688e-07
CBLC	1.53325820473869e-07
NCBP1	1.53063520919968e-07
S100A16	1.51978398651891e-07
ADCY6	1.51741409345797e-07
CHUK	1.51390431531917e-07
EDC3	1.51331704793466e-07
RAP1B	1.51063241381728e-07
AP3B1	1.51051101815365e-07
TAT	1.50932392400483e-07
RPS19	1.50890282510187e-07
CPT2	1.50832749665555e-07
RAD51	1.5051781323245e-07
CUL4B	1.50407903909559e-07
VAMP2	1.49698222276401e-07
MCM4	1.48560342931009e-07
FANCA	1.48480706776898e-07
KCNJ6	1.47847943412224e-07
SHC2	1.4758158339053e-07
ALPL	1.47530538748647e-07
CREB1	1.47478661857558e-07
PDPK1	1.47300203508619e-07
NOS1	1.46420321601696e-07
ESR1	1.45261449819097e-07
CD276	1.45076063559727e-07
KLF13	1.44377924662914e-07
NTRK2	1.43854607658341e-07
GLUD1	1.43807382230988e-07
DHODH	1.43750854693838e-07
POLE2	1.43716759859469e-07
FNDC5	1.43698144378178e-07
KCNJ8	1.42214009526286e-07
MCM6	1.41928246809806e-07
MSH2	1.41814046258923e-07
MECOM	1.41723897900384e-07
GANAB	1.41415909415171e-07
GRIA3	1.412668032502e-07
DDR2	1.41246518074361e-07
GLI2	1.4120397561106e-07
IDUA	1.41090863830758e-07
ACTN1	1.40733355200374e-07
PDGFRA	1.40663973445732e-07
SMS	1.40308571564807e-07
RAD21	1.402636542775e-07
RASGRF2	1.4026239626558e-07
TMEM67	1.4021235514767e-07
CHERP	1.39815369871651e-07
SCN3B	1.39547747303326e-07
NME2	1.39041198512127e-07
CTNND1	1.38974243690456e-07
IL2RA	1.38747337107425e-07
POU3F2	1.38589779094638e-07
VEGFA	1.38520895053337e-07
RBPMS	1.38154425695283e-07
RET	1.378868411326e-07
IRF6	1.37385508904713e-07
PLCB4	1.37256110872224e-07
GRIN2B	1.3719852810174e-07
DCLRE1C	1.36116964859128e-07
FGF7	1.35947601137338e-07
KRT9	1.3482320725462e-07
TRIM28	1.34450602388435e-07
PRPF19	1.34278084409735e-07
THOC6	1.34256261551984e-07
GAB1	1.33719949593307e-07
KCNB1	1.33103625244218e-07
RARB	1.32982774450006e-07
BCAR1	1.32856557239712e-07
TBX22	1.32435655043855e-07
ACTG1	1.32017456621254e-07
HSPA8	1.31845332064469e-07
SIX1	1.31742672175833e-07
RPS6	1.31340115536219e-07
YWHAB	1.30656114126957e-07
CHRNA7	1.30400695642929e-07
COPS5	1.29618855130328e-07
GARS	1.29095554010979e-07
MARS2	1.2879445384728e-07
SERPINH1	1.28712111618445e-07
COL6A2	1.27749299655656e-07
CDC45	1.27461997375486e-07
SMOC2	1.27270628319261e-07
ALG3	1.27166099045976e-07
COX4I2	1.27153853687496e-07
COG1	1.27104414201088e-07
PSMD11	1.27035838603114e-07
HADH	1.2699651355097e-07
EXOSC8	1.26973523208097e-07
MYL3	1.26645509422379e-07
FBN1	1.26467286101898e-07
SUZ12	1.26061682470411e-07
INPP5D	1.25964353749274e-07
SHOC2	1.25824980441105e-07
COL8A1	1.25544233095406e-07
TMEM70	1.25484481984198e-07
NCL	1.25452942071984e-07
ABCC9	1.25421335176116e-07
ESCO2	1.24971021000905e-07
STRADA	1.24357730593833e-07
C7	1.24344603058867e-07
TCF7L2	1.2431236499174e-07
TIMELESS	1.24160278066247e-07
FRZB	1.23993111163602e-07
TBP	1.23980699135373e-07
SMARCA4	1.23905495686309e-07
NUP155	1.23337362415844e-07
DDX21	1.23327467963024e-07
YBX1	1.23153158521625e-07
CNKSR1	1.2301863558314e-07
ADSL	1.22692776097214e-07
CASP8	1.22332977069722e-07
FBLN1	1.22078963625776e-07
HNRNPC	1.21780169708936e-07
SCNM1	1.21692849036886e-07
PTPN14	1.21641544043379e-07
PIK3CD	1.21438818457946e-07
DTL	1.21120520741031e-07
DDB2	1.20957592524242e-07
CDC7	1.20464662515221e-07
MCM5	1.20234466952028e-07
HAUS1	1.20156544366646e-07
FGF17	1.19957828176487e-07
ATM	1.19853846943967e-07
GRB14	1.19804513705946e-07
C5orf42	1.19656390877712e-07
PPP2R1B	1.19569194301398e-07
KITLG	1.19498902718389e-07
AAAS	1.19118966161747e-07
THBS1	1.18991935985087e-07
CRYAB	1.18798844561583e-07
PIGL	1.18415264294673e-07
FGFR1	1.17954057917448e-07
PIK3R5	1.17553090661375e-07
U2AF1	1.17551412270348e-07
MARK3	1.17360958777807e-07
KSR2	1.17271339326829e-07
PDGFB	1.16832245919264e-07
CCBE1	1.16807333803906e-07
RPGRIP1L	1.1671688171394e-07
ITGB4	1.16669183219383e-07
CNKSR2	1.16648679081858e-07
PVR	1.16464036385251e-07
MTOR	1.15840710544487e-07
PSME3	1.15781035360338e-07
MED1	1.15748806001285e-07
PPFIA2	1.15631983657997e-07
PSMA4	1.1551212678575e-07
